OPR_DT,NODE,MW,INTERVALSTARTTIME,INTERVALENDTIME,Hour_Label
2025-04-14,POD_ADLIN_1_UNITS-APND,12.50914,2025-04-14 11:00:00,2025-04-14 12:00:00,11:00-12:00
2025-04-14,POD_ADLIN_1_UNITS-APND,12.72325,2025-04-14 12:00:00,2025-04-14 13:00:00,12:00-13:00
2025-04-14,POD_ADLIN_1_UNITS-APND,12.3946,2025-04-14 13:00:00,2025-04-14 14:00:00,13:00-14:00
2025-04-14,POD_ADLIN_1_UNITS-APND,14.47733,2025-04-14 14:00:00,2025-04-14 15:00:00,14:00-15:00
2025-04-14,POD_ADLIN_1_UNITS-APND,16.852,2025-04-14 15:00:00,2025-04-14 16:00:00,15:00-16:00
2025-04-14,POD_ADLIN_1_UNITS-APND,23.88772,2025-04-14 16:00:00,2025-04-14 17:00:00,16:00-17:00
2025-04-14,POD_ADLIN_1_UNITS-APND,38.47363,2025-04-14 17:00:00,2025-04-14 18:00:00,17:00-18:00
2025-04-14,POD_ADLIN_1_UNITS-APND,50.61461,2025-04-14 18:00:00,2025-04-14 19:00:00,18:00-19:00
2025-04-14,POD_ADLIN_1_UNITS-APND,58.95041,2025-04-14 19:00:00,2025-04-14 20:00:00,19:00-20:00
2025-04-14,POD_ADLIN_1_UNITS-APND,42.27322,2025-04-14 20:00:00,2025-04-14 21:00:00,20:00-21:00
2025-04-14,POD_ADLIN_1_UNITS-APND,44.36516,2025-04-14 21:00:00,2025-04-14 22:00:00,21:00-22:00
2025-04-14,POD_ADLIN_1_UNITS-APND,41.93543,2025-04-14 22:00:00,2025-04-14 23:00:00,22:00-23:00
2025-04-14,POD_ADLIN_1_UNITS-APND,39.42907,2025-04-14 23:00:00,2025-04-15 00:00:00,23:00-00:00
2025-04-15,POD_ADLIN_1_UNITS-APND,33.96638,2025-04-15 00:00:00,2025-04-15 01:00:00,00:00-01:00
2025-04-15,POD_ADLIN_1_UNITS-APND,29.58467,2025-04-15 01:00:00,2025-04-15 02:00:00,01:00-02:00
2025-04-15,POD_ADLIN_1_UNITS-APND,34.13103,2025-04-15 02:00:00,2025-04-15 03:00:00,02:00-03:00
2025-04-15,POD_ADLIN_1_UNITS-APND,33.81308,2025-04-15 03:00:00,2025-04-15 04:00:00,03:00-04:00
2025-04-15,POD_ADLIN_1_UNITS-APND,34.33747,2025-04-15 04:00:00,2025-04-15 05:00:00,04:00-05:00
2025-04-15,POD_ADLIN_1_UNITS-APND,39.0284,2025-04-15 05:00:00,2025-04-15 06:00:00,05:00-06:00
2025-04-15,POD_ADLIN_1_UNITS-APND,43.40122,2025-04-15 06:00:00,2025-04-15 07:00:00,06:00-07:00
2025-04-15,POD_ADLIN_1_UNITS-APND,30.27363,2025-04-15 07:00:00,2025-04-15 08:00:00,07:00-08:00
2025-04-15,POD_ADLIN_1_UNITS-APND,23.3475,2025-04-15 08:00:00,2025-04-15 09:00:00,08:00-09:00
2025-04-15,POD_ADLIN_1_UNITS-APND,19.1792,2025-04-15 09:00:00,2025-04-15 10:00:00,09:00-10:00
2025-04-15,POD_ADLIN_1_UNITS-APND,13.82275,2025-04-15 10:00:00,2025-04-15 11:00:00,10:00-11:00
2025-04-15,POD_ADLIN_1_UNITS-APND,10.6288,2025-04-15 11:00:00,2025-04-15 12:00:00,11:00-12:00
2025-04-15,POD_ADLIN_1_UNITS-APND,9.88833,2025-04-15 12:00:00,2025-04-15 13:00:00,12:00-13:00
2025-04-15,POD_ADLIN_1_UNITS-APND,10.01708,2025-04-15 13:00:00,2025-04-15 14:00:00,13:00-14:00
2025-04-15,POD_ADLIN_1_UNITS-APND,10.00382,2025-04-15 14:00:00,2025-04-15 15:00:00,14:00-15:00
2025-04-15,POD_ADLIN_1_UNITS-APND,10.61458,2025-04-15 15:00:00,2025-04-15 16:00:00,15:00-16:00
2025-04-15,POD_ADLIN_1_UNITS-APND,13.21138,2025-04-15 16:00:00,2025-04-15 17:00:00,16:00-17:00
2025-04-15,POD_ADLIN_1_UNITS-APND,26.99192,2025-04-15 17:00:00,2025-04-15 18:00:00,17:00-18:00
2025-04-15,POD_ADLIN_1_UNITS-APND,24.63432,2025-04-15 18:00:00,2025-04-15 19:00:00,18:00-19:00
2025-04-15,POD_ADLIN_1_UNITS-APND,21.05168,2025-04-15 19:00:00,2025-04-15 20:00:00,19:00-20:00
2025-04-15,POD_ADLIN_1_UNITS-APND,34.5118,2025-04-15 20:00:00,2025-04-15 21:00:00,20:00-21:00
2025-04-15,POD_ADLIN_1_UNITS-APND,31.40643,2025-04-15 21:00:00,2025-04-15 22:00:00,21:00-22:00
2025-04-15,POD_ADLIN_1_UNITS-APND,27.79692,2025-04-15 22:00:00,2025-04-15 23:00:00,22:00-23:00
2025-04-15,POD_ADLIN_1_UNITS-APND,27.36003,2025-04-15 23:00:00,2025-04-16 00:00:00,23:00-00:00
2025-04-16,POD_ADLIN_1_UNITS-APND,24.68031,2025-04-16 00:00:00,2025-04-16 01:00:00,00:00-01:00
2025-04-16,POD_ADLIN_1_UNITS-APND,19.81033,2025-04-16 01:00:00,2025-04-16 02:00:00,01:00-02:00
2025-04-16,POD_ADLIN_1_UNITS-APND,22.18021,2025-04-16 02:00:00,2025-04-16 03:00:00,02:00-03:00
2025-04-16,POD_ADLIN_1_UNITS-APND,21.25356,2025-04-16 03:00:00,2025-04-16 04:00:00,03:00-04:00
2025-04-16,POD_ADLIN_1_UNITS-APND,22.14066,2025-04-16 04:00:00,2025-04-16 05:00:00,04:00-05:00
2025-04-16,POD_ADLIN_1_UNITS-APND,29.74934,2025-04-16 05:00:00,2025-04-16 06:00:00,05:00-06:00
2025-04-16,POD_ADLIN_1_UNITS-APND,33.4084,2025-04-16 06:00:00,2025-04-16 07:00:00,06:00-07:00
2025-04-16,POD_ADLIN_1_UNITS-APND,30.2583,2025-04-16 07:00:00,2025-04-16 08:00:00,07:00-08:00
2025-04-16,POD_ADLIN_1_UNITS-APND,20.80671,2025-04-16 08:00:00,2025-04-16 09:00:00,08:00-09:00
2025-04-16,POD_ADLIN_1_UNITS-APND,15.34899,2025-04-16 09:00:00,2025-04-16 10:00:00,09:00-10:00
2025-04-16,POD_ADLIN_1_UNITS-APND,8.30168,2025-04-16 10:00:00,2025-04-16 11:00:00,10:00-11:00
2025-04-16,POD_ADLIN_1_UNITS-APND,4.10067,2025-04-16 11:00:00,2025-04-16 12:00:00,11:00-12:00
2025-04-16,POD_ADLIN_1_UNITS-APND,1.98037,2025-04-16 12:00:00,2025-04-16 13:00:00,12:00-13:00
2025-04-16,POD_ADLIN_1_UNITS-APND,-0.13438,2025-04-16 13:00:00,2025-04-16 14:00:00,13:00-14:00
2025-04-16,POD_ADLIN_1_UNITS-APND,-0.63513,2025-04-16 14:00:00,2025-04-16 15:00:00,14:00-15:00
2025-04-16,POD_ADLIN_1_UNITS-APND,-0.88037,2025-04-16 15:00:00,2025-04-16 16:00:00,15:00-16:00
2025-04-16,POD_ADLIN_1_UNITS-APND,4.1493,2025-04-16 16:00:00,2025-04-16 17:00:00,16:00-17:00
2025-04-16,POD_ADLIN_1_UNITS-APND,8.08964,2025-04-16 17:00:00,2025-04-16 18:00:00,17:00-18:00
2025-04-16,POD_ADLIN_1_UNITS-APND,-8.80422,2025-04-16 18:00:00,2025-04-16 19:00:00,18:00-19:00
2025-04-16,POD_ADLIN_1_UNITS-APND,12.8779,2025-04-16 19:00:00,2025-04-16 20:00:00,19:00-20:00
2025-04-16,POD_ADLIN_1_UNITS-APND,15.60397,2025-04-16 20:00:00,2025-04-16 21:00:00,20:00-21:00
2025-04-16,POD_ADLIN_1_UNITS-APND,17.85709,2025-04-16 21:00:00,2025-04-16 22:00:00,21:00-22:00
2025-04-16,POD_ADLIN_1_UNITS-APND,21.43437,2025-04-16 22:00:00,2025-04-16 23:00:00,22:00-23:00
2025-04-16,POD_ADLIN_1_UNITS-APND,16.16048,2025-04-16 23:00:00,2025-04-17 00:00:00,23:00-00:00
2025-04-17,POD_ADLIN_1_UNITS-APND,16.06272,2025-04-17 00:00:00,2025-04-17 01:00:00,00:00-01:00
2025-04-17,POD_ADLIN_1_UNITS-APND,18.40958,2025-04-17 01:00:00,2025-04-17 02:00:00,01:00-02:00
2025-04-17,POD_ADLIN_1_UNITS-APND,20.98282,2025-04-17 02:00:00,2025-04-17 03:00:00,02:00-03:00
2025-04-17,POD_ADLIN_1_UNITS-APND,23.9081,2025-04-17 03:00:00,2025-04-17 04:00:00,03:00-04:00
2025-04-17,POD_ADLIN_1_UNITS-APND,25.85564,2025-04-17 04:00:00,2025-04-17 05:00:00,04:00-05:00
2025-04-17,POD_ADLIN_1_UNITS-APND,31.58458,2025-04-17 05:00:00,2025-04-17 06:00:00,05:00-06:00
2025-04-17,POD_ADLIN_1_UNITS-APND,37.28948,2025-04-17 06:00:00,2025-04-17 07:00:00,06:00-07:00
2025-04-17,POD_ADLIN_1_UNITS-APND,28.33957,2025-04-17 07:00:00,2025-04-17 08:00:00,07:00-08:00
2025-04-17,POD_ADLIN_1_UNITS-APND,25.05212,2025-04-17 08:00:00,2025-04-17 09:00:00,08:00-09:00
2025-04-17,POD_ADLIN_1_UNITS-APND,23.84344,2025-04-17 09:00:00,2025-04-17 10:00:00,09:00-10:00
2025-04-17,POD_ADLIN_1_UNITS-APND,15.05006,2025-04-17 10:00:00,2025-04-17 11:00:00,10:00-11:00
2025-04-17,POD_ADLIN_1_UNITS-APND,11.50866,2025-04-17 11:00:00,2025-04-17 12:00:00,11:00-12:00
2025-04-17,POD_ADLIN_1_UNITS-APND,7.34867,2025-04-17 12:00:00,2025-04-17 13:00:00,12:00-13:00
2025-04-17,POD_ADLIN_1_UNITS-APND,4.88282,2025-04-17 13:00:00,2025-04-17 14:00:00,13:00-14:00
2025-04-17,POD_ADLIN_1_UNITS-APND,3.96086,2025-04-17 14:00:00,2025-04-17 15:00:00,14:00-15:00
2025-04-17,POD_ADLIN_1_UNITS-APND,4.17099,2025-04-17 15:00:00,2025-04-17 16:00:00,15:00-16:00
2025-04-17,POD_ADLIN_1_UNITS-APND,9.10367,2025-04-17 16:00:00,2025-04-17 17:00:00,16:00-17:00
2025-04-17,POD_ADLIN_1_UNITS-APND,10.78488,2025-04-17 17:00:00,2025-04-17 18:00:00,17:00-18:00
2025-04-17,POD_ADLIN_1_UNITS-APND,19.99688,2025-04-17 18:00:00,2025-04-17 19:00:00,18:00-19:00
2025-04-17,POD_ADLIN_1_UNITS-APND,-20.16472,2025-04-17 19:00:00,2025-04-17 20:00:00,19:00-20:00
2025-04-17,POD_ADLIN_1_UNITS-APND,-19.82333,2025-04-17 20:00:00,2025-04-17 21:00:00,20:00-21:00
2025-04-17,POD_ADLIN_1_UNITS-APND,8.1207,2025-04-17 21:00:00,2025-04-17 22:00:00,21:00-22:00
2025-04-17,POD_ADLIN_1_UNITS-APND,19.51181,2025-04-17 22:00:00,2025-04-17 23:00:00,22:00-23:00
2025-04-17,POD_ADLIN_1_UNITS-APND,12.1149,2025-04-17 23:00:00,2025-04-18 00:00:00,23:00-00:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-55.88679,2025-04-18 00:00:00,2025-04-18 01:00:00,00:00-01:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-61.00592,2025-04-18 01:00:00,2025-04-18 02:00:00,01:00-02:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-34.41478,2025-04-18 02:00:00,2025-04-18 03:00:00,02:00-03:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-44.18756,2025-04-18 03:00:00,2025-04-18 04:00:00,03:00-04:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-44.51726,2025-04-18 04:00:00,2025-04-18 05:00:00,04:00-05:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-51.11914,2025-04-18 05:00:00,2025-04-18 06:00:00,05:00-06:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-54.60641,2025-04-18 06:00:00,2025-04-18 07:00:00,06:00-07:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-28.26685,2025-04-18 07:00:00,2025-04-18 08:00:00,07:00-08:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-6.69118,2025-04-18 08:00:00,2025-04-18 09:00:00,08:00-09:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-6.64633,2025-04-18 09:00:00,2025-04-18 10:00:00,09:00-10:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-16.86887,2025-04-18 10:00:00,2025-04-18 11:00:00,10:00-11:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-27.6029,2025-04-18 11:00:00,2025-04-18 12:00:00,11:00-12:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-25.42208,2025-04-18 12:00:00,2025-04-18 13:00:00,12:00-13:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-39.34295,2025-04-18 13:00:00,2025-04-18 14:00:00,13:00-14:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-37.64208,2025-04-18 14:00:00,2025-04-18 15:00:00,14:00-15:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-33.40294,2025-04-18 15:00:00,2025-04-18 16:00:00,15:00-16:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-33.73036,2025-04-18 16:00:00,2025-04-18 17:00:00,16:00-17:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-24.29387,2025-04-18 17:00:00,2025-04-18 18:00:00,17:00-18:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-19.47536,2025-04-18 18:00:00,2025-04-18 19:00:00,18:00-19:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-77.15743,2025-04-18 19:00:00,2025-04-18 20:00:00,19:00-20:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-61.95087,2025-04-18 20:00:00,2025-04-18 21:00:00,20:00-21:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-35.40272,2025-04-18 21:00:00,2025-04-18 22:00:00,21:00-22:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-40.66575,2025-04-18 22:00:00,2025-04-18 23:00:00,22:00-23:00
2025-04-18,POD_ADLIN_1_UNITS-APND,-33.84478,2025-04-18 23:00:00,2025-04-19 00:00:00,23:00-00:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-33.54376,2025-04-19 00:00:00,2025-04-19 01:00:00,00:00-01:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-43.26856,2025-04-19 01:00:00,2025-04-19 02:00:00,01:00-02:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-32.69177,2025-04-19 02:00:00,2025-04-19 03:00:00,02:00-03:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-46.47309,2025-04-19 03:00:00,2025-04-19 04:00:00,03:00-04:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-41.78928,2025-04-19 04:00:00,2025-04-19 05:00:00,04:00-05:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-33.63349,2025-04-19 05:00:00,2025-04-19 06:00:00,05:00-06:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-33.89965,2025-04-19 06:00:00,2025-04-19 07:00:00,06:00-07:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-32.62338,2025-04-19 07:00:00,2025-04-19 08:00:00,07:00-08:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-14.54555,2025-04-19 08:00:00,2025-04-19 09:00:00,08:00-09:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-17.45366,2025-04-19 09:00:00,2025-04-19 10:00:00,09:00-10:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-35.57502,2025-04-19 10:00:00,2025-04-19 11:00:00,10:00-11:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-43.53171,2025-04-19 11:00:00,2025-04-19 12:00:00,11:00-12:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-38.91606,2025-04-19 12:00:00,2025-04-19 13:00:00,12:00-13:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-59.21931,2025-04-19 13:00:00,2025-04-19 14:00:00,13:00-14:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-64.14784,2025-04-19 14:00:00,2025-04-19 15:00:00,14:00-15:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-63.28878,2025-04-19 15:00:00,2025-04-19 16:00:00,15:00-16:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-60.59055,2025-04-19 16:00:00,2025-04-19 17:00:00,16:00-17:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-28.25216,2025-04-19 17:00:00,2025-04-19 18:00:00,17:00-18:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-53.81215,2025-04-19 18:00:00,2025-04-19 19:00:00,18:00-19:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-53.41091,2025-04-19 19:00:00,2025-04-19 20:00:00,19:00-20:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-59.40035,2025-04-19 20:00:00,2025-04-19 21:00:00,20:00-21:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-67.49055,2025-04-19 21:00:00,2025-04-19 22:00:00,21:00-22:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-63.96053,2025-04-19 22:00:00,2025-04-19 23:00:00,22:00-23:00
2025-04-19,POD_ADLIN_1_UNITS-APND,-86.10155,2025-04-19 23:00:00,2025-04-20 00:00:00,23:00-00:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-22.44917,2025-04-20 00:00:00,2025-04-20 01:00:00,00:00-01:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-26.86267,2025-04-20 01:00:00,2025-04-20 02:00:00,01:00-02:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-12.50362,2025-04-20 02:00:00,2025-04-20 03:00:00,02:00-03:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-22.34423,2025-04-20 03:00:00,2025-04-20 04:00:00,03:00-04:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-18.34476,2025-04-20 04:00:00,2025-04-20 05:00:00,04:00-05:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-13.47669,2025-04-20 05:00:00,2025-04-20 06:00:00,05:00-06:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-6.46458,2025-04-20 06:00:00,2025-04-20 07:00:00,06:00-07:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-17.28077,2025-04-20 07:00:00,2025-04-20 08:00:00,07:00-08:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-21.73351,2025-04-20 08:00:00,2025-04-20 09:00:00,08:00-09:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-19.7588,2025-04-20 09:00:00,2025-04-20 10:00:00,09:00-10:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-47.28716,2025-04-20 10:00:00,2025-04-20 11:00:00,10:00-11:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-52.33807,2025-04-20 11:00:00,2025-04-20 12:00:00,11:00-12:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-43.95906,2025-04-20 12:00:00,2025-04-20 13:00:00,12:00-13:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-55.38235,2025-04-20 13:00:00,2025-04-20 14:00:00,13:00-14:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-46.43187,2025-04-20 14:00:00,2025-04-20 15:00:00,14:00-15:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-48.39209,2025-04-20 15:00:00,2025-04-20 16:00:00,15:00-16:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-34.8884,2025-04-20 16:00:00,2025-04-20 17:00:00,16:00-17:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-12.73806,2025-04-20 17:00:00,2025-04-20 18:00:00,17:00-18:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-18.75812,2025-04-20 18:00:00,2025-04-20 19:00:00,18:00-19:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-17.67293,2025-04-20 19:00:00,2025-04-20 20:00:00,19:00-20:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-20.11234,2025-04-20 20:00:00,2025-04-20 21:00:00,20:00-21:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-32.17311,2025-04-20 21:00:00,2025-04-20 22:00:00,21:00-22:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-38.98859,2025-04-20 22:00:00,2025-04-20 23:00:00,22:00-23:00
2025-04-20,POD_ADLIN_1_UNITS-APND,-24.22012,2025-04-20 23:00:00,2025-04-21 00:00:00,23:00-00:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-21.70255,2025-04-21 00:00:00,2025-04-21 01:00:00,00:00-01:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-15.30595,2025-04-21 01:00:00,2025-04-21 02:00:00,01:00-02:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-7.70984,2025-04-21 02:00:00,2025-04-21 03:00:00,02:00-03:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-17.3924,2025-04-21 03:00:00,2025-04-21 04:00:00,03:00-04:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-4.81473,2025-04-21 04:00:00,2025-04-21 05:00:00,04:00-05:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-1.74665,2025-04-21 05:00:00,2025-04-21 06:00:00,05:00-06:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-2.8728,2025-04-21 06:00:00,2025-04-21 07:00:00,06:00-07:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-2.90873,2025-04-21 07:00:00,2025-04-21 08:00:00,07:00-08:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-18.51646,2025-04-21 08:00:00,2025-04-21 09:00:00,08:00-09:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-8.39976,2025-04-21 09:00:00,2025-04-21 10:00:00,09:00-10:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-26.82629,2025-04-21 10:00:00,2025-04-21 11:00:00,10:00-11:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-19.98571,2025-04-21 11:00:00,2025-04-21 12:00:00,11:00-12:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-16.7694,2025-04-21 12:00:00,2025-04-21 13:00:00,12:00-13:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-24.57316,2025-04-21 13:00:00,2025-04-21 14:00:00,13:00-14:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-24.72502,2025-04-21 14:00:00,2025-04-21 15:00:00,14:00-15:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-41.59557,2025-04-21 15:00:00,2025-04-21 16:00:00,15:00-16:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-41.1979,2025-04-21 16:00:00,2025-04-21 17:00:00,16:00-17:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-13.68707,2025-04-21 17:00:00,2025-04-21 18:00:00,17:00-18:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-11.66635,2025-04-21 18:00:00,2025-04-21 19:00:00,18:00-19:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-3.32642,2025-04-21 19:00:00,2025-04-21 20:00:00,19:00-20:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-29.76895,2025-04-21 20:00:00,2025-04-21 21:00:00,20:00-21:00
2025-04-21,POD_ADLIN_1_UNITS-APND,-30.03892,2025-04-21 21:00:00,2025-04-21 22:00:00,21:00-22:00
