NODE,Total Profit ($)
MSSHL100_1_MSG12-APND,-0.5761965749999995
ELAP_NWMT-APND,-0.5765599749999997
HCPR_2_TOT_GEN-APND,-0.5770887450000004
DGAP_IPCO-APND,-0.5771433699999999
SWPO_1_TOT_GEN-APND,-0.5774626100000001
MYSTIC_7_MYST-APND,-0.5775356350000002
CDPO_6_TOT_GEN-APND,-0.5788445650000003
POD_TBLMTN_6_QF-APND,-0.5791766849999997
POD_EXCLSG_1_SOLAR-APND,-0.5792748949999998
POD_NAROW2_2_UNIT-APND,-0.5792804150000004
LGPR_2_G011_G012-APND,-0.5793167550000002
CLAP_BANKPP-APND,-0.5797923950000001
DGAP_GRIF-APND,-0.5797923950000001
CLAP_SOTP-APND,-0.5797923950000001
CLAP_WWRSR1-APND,-0.5797923950000001
DGAP_HGMA-APND,-0.5797923950000001
DGAP_SPP-APND,-0.5797923950000001
DGAP_WAUW-APND,-0.580219505
LYPK_1_TOT_GEN-APND,-0.58043789
POD_ELECTR_7_PL1X3-APND,-0.5809348049999998
ELAP_IPCO-APND,-0.58129878
BSPO_1_TOT_GEN-APND,-0.5818759650000003
LSPR_1_TOT_GEN-APND,-0.5819006899999997
POD_ADMEST_6_SOLAR-APND,-0.5819764750000002
US12_1_TOT_A_GEN-APND,-0.5819940699999995
US34_1_TOT_B_GEN-APND,-0.5820392649999995
POD_EASTWD_7_UNIT-APND,-0.5825726349999998
TFPR_1_TOT_GEN-APND,-0.5828924500000003
SFPR_7_TOT_GEN-APND,-0.5828976250000002
MLPR_1_TOT_GEN-APND,-0.583653635
DGAP_DOPD-APND,-0.5841127150000001
MDPO_1_TOT_GEN-APND,-0.58500914
AFPR_1_TOT_GEN-APND,-0.5865047150000002
ELECTR_7_PL1X3-APND,-0.5878595299999996
ELAP_NEVP-APND,-0.5896527249999997
POD_GIFENS_6_BUGSL1-APND,-0.5898037200000001
POD_FRNTBW_6_SOLAR1-APND,-0.5904309299999997
POD_CRSTWD_6_KUMYAY-APND,-0.5912136199999998
DGAP_WACM-APND,-0.5912876800000002
DGAP_CISO-APND,-0.5939960449999998
POD_PMPJCK_1_SOLAR1-APND,-0.5941088599999997
WISHON_6_UNITS-APND,-0.594338515
DGAP_PSCO-APND,-0.5954484950000001
POD_WAUKNA_1_SOLAR2-APND,-0.5962342900000001
COVE_1_GEO-APND,-0.5968322900000003
POD_PMPJCK_1_RB2SLR-APND,-0.5975602399999997
SCHD_1_PDRP08-APND,-0.5988507700000001
SCHD_1_PDRP06-APND,-0.5988507700000001
SCHD_1_PDRP07-APND,-0.5988507700000001
SCHD_1_PDRP42-APND,-0.5988507700000001
SCHD_1_PDRP41-APND,-0.5988507700000001
SCHD_1_PDRP40-APND,-0.5988507700000001
SCHD_1_PDRP39-APND,-0.5988507700000001
SCHD_1_PDRP38-APND,-0.5988507700000001
SCHD_1_PDRP31-APND,-0.5988507700000001
SCHD_1_PDRP36-APND,-0.5988507700000001
SCHD_1_PDRP35-APND,-0.5988507700000001
SCHD_1_PDRP34-APND,-0.5988507700000001
SCHD_1_PDRP04-APND,-0.5988507700000001
SCHD_1_PDRP33-APND,-0.5988507700000001
SCHD_1_PDRP32-APND,-0.5988507700000001
SCHD_1_PDRP44-APND,-0.5988507700000001
SCHD_1_PDRP09-APND,-0.5988507700000001
SCHD_1_PDRP10-APND,-0.5988507700000001
SCHD_1_PDRP11-APND,-0.5988507700000001
SCHD_1_PDRP12-APND,-0.5988507700000001
SCHD_1_PDRP23-APND,-0.5988507700000001
SCHD_1_PDRP24-APND,-0.5988507700000001
SCHD_1_PDRP25-APND,-0.5988507700000001
SCHD_1_PDRP26-APND,-0.5988507700000001
SCHD_1_PDRP27-APND,-0.5988507700000001
SCHD_1_PDRP28-APND,-0.5988507700000001
SCHD_1_PDRP29-APND,-0.5988507700000001
SCHD_1_PDRP43-APND,-0.5988507700000001
SCHD_1_PDRP37-APND,-0.5988507700000001
SCHD_1_PDRP48-APND,-0.5988507700000001
SCHD_1_PDRP70-APND,-0.5988507700000001
SCHD_1_RDRR12-APND,-0.5988507700000001
SCHD_1_PDRP53-APND,-0.5988507700000001
SCHD_1_RDRR11-APND,-0.5988507700000001
SCHD_1_RDRR08-APND,-0.5988507700000001
SCHD_1_PDRP71-APND,-0.5988507700000001
SCHD_1_PDRP30-APND,-0.5988507700000001
SCHD_1_PDRP68-APND,-0.5988507700000001
SCHD_1_PDRP62-APND,-0.5988507700000001
SCHD_1_PDRP63-APND,-0.5988507700000001
SCHD_1_PDRP61-APND,-0.5988507700000001
SCHD_1_PDRP64-APND,-0.5988507700000001
MELONP_7_UNITS-APND,-0.5995592849999998
PNCHVS_2_SOLAR-APND,-0.60062269
PNOCHE_1_PL1X2-APND,-0.6007326300000002
POD_PNOCHE_1_PL1X2-APND,-0.6007326300000002
ELAND2_2_HYBRID-APND,-0.6016191649999999
ELAND1_2_HYBRID-APND,-0.6016578049999997
SLAP_PGZP-APND,-0.6017651
PTRPP_2_WIND-APND,-0.6018132849999998
RECPP_2_SOLAR-APND,-0.6018234049999998
BCNPPS5_2_SOLAR-APND,-0.6018685999999998
BCNPPS1_2_BATTERY-APND,-0.6018685999999998
BCNPPS1_2_SOLAR-APND,-0.6018685999999998
BCNPPS2_2_SOLAR-APND,-0.6018685999999998
BCNPPS3_2_SOLAR-APND,-0.6018685999999998
BCNPPS4_2_SOLAR-APND,-0.6018685999999998
PNCHPP_1_PL1X2-APND,-0.6020397199999998
POD_PNOCHE_1_UNITA1-APND,-0.6021732349999998
POD_PNCHPP_1_PL1X2-APND,-0.6021732349999998
POD_WLDWD_1_SOLAR1-APND,-0.6029176300000001
LECEF_1_UNITS-APND,-0.6036393700000002
POD_PNCHVS_2_SOLAR-APND,-0.6037074500000001
SLAP_PGF1-APND,-0.6038428050000002
POD_LECEF_1_UNITS-APND,-0.6038437249999999
PNCHEG_2_PL1X4-APND,-0.6040910899999999
POD_SALIRV_2_UNIT-APND,-0.6046886300000003
SOLBLU_2_WSBSX2-APND,-0.6049706099999999
POD_ARVINN_6_ORION1-APND,-0.6052015300000002
POD_ARVINN_6_ORION2-APND,-0.6052015300000002
PGZP_2_PDRP07-APND,-0.6056288700000001
PGZP_2_PDRP08-APND,-0.6056288700000001
PGZP_2_PDRP03-APND,-0.6056288700000001
PGZP_2_PDRP09-APND,-0.6056288700000001
PGZP_2_PDRP29-APND,-0.6056288700000001
PGZP_2_PDRP28-APND,-0.6056288700000001
PGZP_2_PDRP27-APND,-0.6056288700000001
PGZP_2_PDRP26-APND,-0.6056288700000001
PGZP_2_PDRP25-APND,-0.6056288700000001
PGZP_2_PDRP24-APND,-0.6056288700000001
PGZP_2_PDRP22-APND,-0.6056288700000001
PGZP_2_PDRP21-APND,-0.6056288700000001
PGZP_2_PDRP20-APND,-0.6056288700000001
PGZP_2_PDRP19-APND,-0.6056288700000001
PGZP_2_PDRP18-APND,-0.6056288700000001
PGZP_2_PDRP17-APND,-0.6056288700000001
PGZP_2_PDRP16-APND,-0.6056288700000001
PGZP_2_PDRP15-APND,-0.6056288700000001
PGZP_2_PDRP13-APND,-0.6056288700000001
PGZP_2_PDRP11-APND,-0.6056288700000001
PGZP_2_PDRP10-APND,-0.6056288700000001
PGZP_2_PDRP30-APND,-0.6056288700000001
PGZP_2_PDRP31-APND,-0.6056288700000001
PGZP_2_PDRP32-APND,-0.6056288700000001
PGZP_2_PDRP45-APND,-0.6056288700000001
PGZP_2_RDRR04-APND,-0.6056288700000001
PGZP_2_PDRP61-APND,-0.6056288700000001
PGZP_2_PDRP52-APND,-0.6056288700000001
PGZP_2_PDRP51-APND,-0.6056288700000001
PGZP_2_PDRP50-APND,-0.6056288700000001
PGZP_2_PDRP49-APND,-0.6056288700000001
PGZP_2_PDRP48-APND,-0.6056288700000001
PGZP_2_PDRP44-APND,-0.6056288700000001
PGZP_2_PDRP34-APND,-0.6056288700000001
PGZP_2_PDRP43-APND,-0.6056288700000001
PGZP_2_PDRP42-APND,-0.6056288700000001
PGZP_2_PDRP41-APND,-0.6056288700000001
PGZP_2_PDRP40-APND,-0.6056288700000001
PGZP_2_PDRP37-APND,-0.6056288700000001
PGZP_2_PDRP36-APND,-0.6056288700000001
PGZP_2_PDRP35-APND,-0.6056288700000001
PGZP_2_PDRP04-APND,-0.6056288700000001
PGZP_2_PDRP33-APND,-0.6056288700000001
PGZP_2_PDRP02-APND,-0.6056288700000001
PGZP_2_PDRP01-APND,-0.6056288700000001
POD_TANHIL_6_SOLART-APND,-0.6058561100000002
POD_LAMONT_1_SOLAR1-APND,-0.6066269549999999
DGAP_GRID-APND,-0.6071625099999995
SOLBLU_2_WSBBX2-APND,-0.60787252
POD_LAMONT_1_SOLAR3-APND,-0.6079768249999999
POD_LAMONT_1_SOLAR2-APND,-0.6079768249999999
POD_LAMONT_1_SOLAR5-APND,-0.6079768249999999
POD_LAMONT_1_SOLAR4-APND,-0.6079768249999999
POD_SUMWHT_6_SWSSR1-APND,-0.6081749699999996
POD_CALFTS_2_CFSSR1-APND,-0.6082942249999999
POD_CALFTN_2_SOLAR-APND,-0.6082942249999999
CLAP_TRNQLT-APND,-0.608864855
POD_TRNQLT_2_SOLAR-APND,-0.608864855
POD_TRNQL8_2_VERSR1-APND,-0.608864855
POD_TRNQL8_2_ROJSR1-APND,-0.608864855
POD_TRNQL8_2_AZUSR1-APND,-0.608864855
POD_TRNQL8_2_AMASR1-APND,-0.608864855
PP_1_PP-APND,-0.6090263149999997
LENZIE_7_UNITS PB2-APND,-0.609256545
LENZIE_7_UNITS PB1-APND,-0.609256545
POD_CHALK_1_UNIT-APND,-0.6094197299999999
POD_UNVRSY_1_UNIT 1-APND,-0.6094197299999999
H ALLEN_7_UNIT 3-4-APND,-0.60958809
HACC_7_UNITS 5-7-APND,-0.6096933150000001
POD_SLVRHWK_7_UNIT 3-APND,-0.609738395
POD_SLVRHWK_7_UNIT 4-APND,-0.609738395
SLVRHWK_7_UNITS-APND,-0.6097625450000002
APXGS_5_CC-APND,-0.609793825
POD_FMEADO_7_UNIT-APND,-0.6102604949999999
DGAP_LADWP-APND,-0.610761205
CLINESCO_3_ELCABOWF-APND,-0.6107753499999999
RDCLD_3_WIND-APND,-0.6108159450000001
AQUAWS_2_AQWSR1-APND,-0.61095981
POD_MTNPOS_1_UNIT-APND,-0.6110036249999998
TECOLOTE_3_TECOLOTEWF-APND,-0.6110037400000001
DGAP_PNM-APND,-0.6110105250000001
SCAGS_2_CC_4_5-APND,-0.6110937850000002
VALGS_2_CC_6_7_8-APND,-0.611116095
ELAP_LADWP-APND,-0.6112352349999999
POD_JAYNE_6_WLSLR-APND,-0.611430965
LVCOGEN_1_UNITS PB2-3-APND,-0.6115302099999996
HAYGS_2_CC8_9_10-APND,-0.6115473449999996
POD_VEDDER_1_SEKERN-APND,-0.6115890899999998
POD_DISCOV_1_CHEVRN-APND,-0.6115890899999998
POD_SEARLS_7_ARGUS-APND,-0.6116565949999998
POD_CALGEN_1_UNITS-APND,-0.6116565949999998
MOAPP_5_SOLAR-APND,-0.6116930500000004
HIGGINS_7_UNITS-APND,-0.6118011499999998
HARGS_1_CC_1_2_5-APND,-0.6123123250000001
CLARK_7_UNITS 7-9-APND,-0.6123206050000001
CLARK_7_UNITS 15-18-APND,-0.612350735
CLARK_7_UNITS 5-6 10-APND,-0.61244492
CLARK_7_UNITS 11-14-APND,-0.6126075300000005
SLAP_PGKN-APND,-0.6126105200000002
CLARK_7_UNITS 19-22-APND,-0.6126780250000003
ELAP_PNM-APND,-0.6129873749999998
MIDSUN_1_PL1X2-APND,-0.61311859
SUNRIS_2_PL1X3-APND,-0.6132398000000002
POD_TXMCKT_6_UNIT-APND,-0.6133659549999999
REXFRD_2_RSFSX2-APND,-0.6133805599999999
CMS3PP_5_SOLAR-APND,-0.6134763550000002
POD_SUNSLR_1_SSVSR1-APND,-0.613477965
DRYW_6_WIND-APND,-0.6135039549999999
INTGS_3_PP-APND,-0.6135769800000002
MIL1_3_WIND-APND,-0.6135769800000002
MIL2_3_WIND-APND,-0.6135769800000002
GRIFFITH_ASR-APND,-0.6140014450000002
TH_ZP26_GEN-APND,-0.6140561849999999
DRYE_6_WIND-APND,-0.614067685
POD_BEARMT_1_UNIT-APND,-0.6142002800000002
DGAP_WALC-APND,-0.6142499600000002
POD_KERNFT_1_UNITS-APND,-0.6143526550000001
POD_BDGRCK_1_UNITS-APND,-0.6143526550000001
POD_DOUBLC_1_UNITS-APND,-0.6143526550000001
POD_SIERRA_1_UNITS-APND,-0.6143526550000001
HAS_7_HAVASU_SOLAR-APND,-0.6143578300000002
DAVIS_2_HYDR-APND,-0.6143918699999998
NWM_1_NEWMAN_4CC-APND,-0.6144378699999997
NWM_1_NEWMAN_5CC-APND,-0.6145441299999996
OSO_3_OSO_GRANDE-APND,-0.6145525249999999
POD_SPV_3_UNIT4-APND,-0.6146174999999998
PGF1_2_PDRP21-APND,-0.6147453799999998
PGF1_2_PDRP24-APND,-0.6147453799999998
PGF1_2_PDRP25-APND,-0.6147453799999998
PGF1_2_PDRP46-APND,-0.6147453799999998
PGF1_2_PDRP20-APND,-0.6147453799999998
PGF1_2_PDRP19-APND,-0.6147453799999998
PGF1_2_PDRP18-APND,-0.6147453799999998
PGF1_2_PDRP17-APND,-0.6147453799999998
PGF1_2_PDRP16-APND,-0.6147453799999998
PGF1_2_PDRP47-APND,-0.6147453799999998
PGF1_2_PDRP27-APND,-0.6147453799999998
PGF1_2_PDRP26-APND,-0.6147453799999998
PGF1_2_PDRP44-APND,-0.6147453799999998
PGF1_2_PDRP45-APND,-0.6147453799999998
PGF1_2_PDRP28-APND,-0.6147453799999998
PGF1_2_PDRP29-APND,-0.6147453799999998
PGF1_2_PDRP30-APND,-0.6147453799999998
PGF1_2_PDRP33-APND,-0.6147453799999998
PGF1_2_PDRP36-APND,-0.6147453799999998
PGF1_2_PDRP37-APND,-0.6147453799999998
PGF1_2_PDRP38-APND,-0.6147453799999998
PGF1_2_PDRP39-APND,-0.6147453799999998
PGF1_2_PDRP40-APND,-0.6147453799999998
PGF1_2_PDRP41-APND,-0.6147453799999998
PGF1_2_PDRP42-APND,-0.6147453799999998
PGF1_2_PDRP43-APND,-0.6147453799999998
PGF1_2_PDRP89-APND,-0.6147453799999998
PGF1_2_PDRP49-APND,-0.6147453799999998
PGF1_2_PDRP48-APND,-0.6147453799999998
PGF1_2_PDRP80-APND,-0.6147453799999998
PGF1_2_PDRP73-APND,-0.6147453799999998
PGF1_2_PDRP74-APND,-0.6147453799999998
PGF1_2_PDRP75-APND,-0.6147453799999998
PGF1_2_PDRP76-APND,-0.6147453799999998
PGF1_2_PDRP77-APND,-0.6147453799999998
PGF1_2_PDRP78-APND,-0.6147453799999998
PGF1_2_RDRR01-APND,-0.6147453799999998
PGF1_2_PDRP98-APND,-0.6147453799999998
PGF1_2_PDRP97-APND,-0.6147453799999998
PGF1_2_PDRP79-APND,-0.6147453799999998
PGF1_2_PDRP81-APND,-0.6147453799999998
PGF1_2_PDRP93-APND,-0.6147453799999998
PGF1_2_PDRP82-APND,-0.6147453799999998
PGF1_2_PDRP83-APND,-0.6147453799999998
PGF1_2_PDRP84-APND,-0.6147453799999998
PGF1_2_PDRP96-APND,-0.6147453799999998
PGF1_2_PDRP95-APND,-0.6147453799999998
PGF1_2_PDRP85-APND,-0.6147453799999998
PGF1_2_PDRP86-APND,-0.6147453799999998
PGF1_2_PDRP94-APND,-0.6147453799999998
PGF1_2_PDRP87-APND,-0.6147453799999998
PGF1_2_PDRP88-APND,-0.6147453799999998
PGF1_2_PDRP72-APND,-0.6147453799999998
PGF1_2_PDRP71-APND,-0.6147453799999998
PGF1_2_PDRP70-APND,-0.6147453799999998
PGF1_2_PDRP69-APND,-0.6147453799999998
PGF1_2_PDRP92-APND,-0.6147453799999998
PGF1_2_PDRP50-APND,-0.6147453799999998
PGF1_2_PDRP51-APND,-0.6147453799999998
PGF1_2_PDRP52-APND,-0.6147453799999998
PGF1_2_PDRP53-APND,-0.6147453799999998
PGF1_2_PDRP13-APND,-0.6147453799999998
PGF1_2_PDRP91-APND,-0.6147453799999998
PGF1_2_PDRP54-APND,-0.6147453799999998
PGF1_2_PDRP55-APND,-0.6147453799999998
PGF1_2_PDRP56-APND,-0.6147453799999998
PGF1_2_PDRP57-APND,-0.6147453799999998
PGF1_2_PDRP58-APND,-0.6147453799999998
PGF1_2_PDRP59-APND,-0.6147453799999998
PGF1_2_PDRP60-APND,-0.6147453799999998
PGF1_2_PDRP61-APND,-0.6147453799999998
PGF1_2_PDRP62-APND,-0.6147453799999998
PGF1_2_PDRP63-APND,-0.6147453799999998
PGF1_2_PDRP64-APND,-0.6147453799999998
PGF1_2_PDRP65-APND,-0.6147453799999998
PGF1_2_PDRP66-APND,-0.6147453799999998
PGF1_2_PDRP68-APND,-0.6147453799999998
PGF1_2_PDRP14-APND,-0.6147453799999998
PGF1_2_PDRP109-APND,-0.6147453799999998
PGF1_2_PDRP120-APND,-0.6147453799999998
PGF1_2_PDRP111-APND,-0.6147453799999998
PGF1_2_PDRP04-APND,-0.6147453799999998
PGF1_2_PDRP05-APND,-0.6147453799999998
PGF1_2_PDRP06-APND,-0.6147453799999998
PGF1_2_PDRP103-APND,-0.6147453799999998
PGF1_2_PDRP104-APND,-0.6147453799999998
PGF1_2_PDRP105-APND,-0.6147453799999998
PGF1_2_PDRP106-APND,-0.6147453799999998
PGF1_2_PDRP107-APND,-0.6147453799999998
PGF1_2_PDRP108-APND,-0.6147453799999998
PGF1_2_PDRP11-APND,-0.6147453799999998
PGF1_2_PDRP110-APND,-0.6147453799999998
PGF1_2_PDRP03-APND,-0.6147453799999998
PGF1_2_PDRP12-APND,-0.6147453799999998
PGF1_2_PDRP116-APND,-0.6147453799999998
DGAP_EPE-APND,-0.614765505
PGKN_2_PDRP07-APND,-0.6147675749999997
PGKN_2_PDRP53-APND,-0.6147675749999997
PGKN_2_PDRP51-APND,-0.6147675749999997
PGKN_2_PDRP50-APND,-0.6147675749999997
PGKN_2_PDRP49-APND,-0.6147675749999997
PGKN_2_PDRP17-APND,-0.6147675749999997
PGKN_2_PDRP18-APND,-0.6147675749999997
PGKN_2_PDRP48-APND,-0.6147675749999997
PGKN_2_PDRP44-APND,-0.6147675749999997
PGKN_2_PDRP01-APND,-0.6147675749999997
PGKN_2_PDRP43-APND,-0.6147675749999997
PGKN_2_PDRP42-APND,-0.6147675749999997
PGKN_2_PDRP08-APND,-0.6147675749999997
PGKN_2_PDRP41-APND,-0.6147675749999997
PGKN_2_PDRP40-APND,-0.6147675749999997
PGKN_2_PDRP19-APND,-0.6147675749999997
PGKN_2_PDRP20-APND,-0.6147675749999997
PGKN_2_PDRP21-APND,-0.6147675749999997
PGKN_2_PDRP38-APND,-0.6147675749999997
PGKN_2_PDRP22-APND,-0.6147675749999997
PGKN_2_PDRP24-APND,-0.6147675749999997
PGKN_2_PDRP25-APND,-0.6147675749999997
PGKN_2_PDRP32-APND,-0.6147675749999997
PGKN_2_PDRP33-APND,-0.6147675749999997
PGKN_2_PDRP34-APND,-0.6147675749999997
PGKN_2_PDRP35-APND,-0.6147675749999997
PGKN_2_PDRP55-APND,-0.6147675749999997
PGKN_2_PDRP59-APND,-0.6147675749999997
PGKN_2_PDRP16-APND,-0.6147675749999997
PGKN_2_RDRR02-APND,-0.6147675749999997
PGKN_2_PDRP09-APND,-0.6147675749999997
PGKN_2_PDRP06-APND,-0.6147675749999997
PGKN_2_PDRP10-APND,-0.6147675749999997
PGKN_2_PDRP04-APND,-0.6147675749999997
PGKN_2_PDRP03-APND,-0.6147675749999997
PGKN_2_PDRP02-APND,-0.6147675749999997
PGKN_2_PDRP15-APND,-0.6147675749999997
PGKN_2_PDRP36-APND,-0.6147675749999997
PGKN_2_PDRP37-APND,-0.6147675749999997
PGKN_2_PDRP14-APND,-0.6147675749999997
PGKN_2_PDRP65-APND,-0.6147675749999997
PGKN_2_PDRP12-APND,-0.6147675749999997
PGKN_2_PDRP13-APND,-0.6147675749999997
POD_CH_2_CHST1MSG-APND,-0.6148960299999999
SOUTHPOINT_2_UNITS-APND,-0.6150306949999998
SP_2_SPCTMSG-APND,-0.6150306949999998
POD_CH_5_CHST3MSG-APND,-0.61504139
POD_LUNA_3_LEF-APND,-0.6151045249999998
AFTON_3_AFTONCC-APND,-0.61517249
POD_CO_5_UNIT2-APND,-0.6152094050000001
POD_CO_5_UNIT1-APND,-0.6152094050000001
DBN_2_BLK1-APND,-0.6153708649999998
GL_2_MWE-APND,-0.6154601049999998
BST_1_17900_ANT_BST-APND,-0.6154705700000002
PHELPS_1_PD_NCL-APND,-0.6155323250000002
DGAP_TEPC-APND,-0.6157088499999999
HAVASU_2_CAPAGPUMPS-APND,-0.6159215999999998
REDROCK_1_CAPAGPUMPS-APND,-0.6159703599999998
CLAP_DIABLO-APND,-0.6160516649999999
SALOME_1_CAPAGSOLAR-APND,-0.6160518949999999
ELAP_EPE-APND,-0.61610077
BOKS_1_SOLAR-APND,-0.6161681600000002
CPG_2_BLKA-APND,-0.6161691950000001
CPG_2_BLKB-APND,-0.6161691950000001
CPG_2_BLKC-APND,-0.6161691950000001
CARBOU_7_PL4X5-APND,-0.6161918500000003
SLNX_2_SOLANA-APND,-0.6161973699999999
ELKHIL_2_PL1X3-APND,-0.6163308850000001
GR_5_GILA_RIVER_3-APND,-0.6164901599999999
GLRV_5_BLK4-APND,-0.6165021199999996
PARKER_2_HYDR-APND,-0.6165354700000001
GLRV_5_BLK1-APND,-0.6165448999999998
ST_2_BLK5-APND,-0.6166921
MEE_5_BLK1-APND,-0.6168497649999999
ST_2_BLK6-APND,-0.6168539049999999
RW_5_RHCC2MSG-APND,-0.61688208
POD_LAPLMA_2_UNIT 4-APND,-0.6169024349999999
POD_SUNSET_2_UNITS-APND,-0.6169024349999999
POD_SUNRIS_2_PL1X3-APND,-0.6169024349999999
POD_ELKHIL_2_PL1X3-APND,-0.6169024349999999
POD_LAPLMA_2_UNIT 1-APND,-0.6169024349999999
POD_LAPLMA_2_UNIT 2-APND,-0.6169024349999999
POD_LAPLMA_2_UNIT 3-APND,-0.6169024349999999
WP_2_WPCC5MSG-APND,-0.616922215
CPXG_6_SOLAR-APND,-0.6169502749999998
WP_2_WPCC4-APND,-0.617003405
RW_5_RHCC1MSG-APND,-0.6170083500000001
CLAP_WALC-APND,-0.617054925
DGAP_DEAA-APND,-0.6170935649999997
KY_6_BLK7-APND,-0.6171262249999999
POD_HENRTS_1_SOLAR-APND,-0.6171678549999999
CMC_7_ALIGNEDDC-APND,-0.6171680850000003
ELAP_TEPC-APND,-0.6172265049999999
ELAP_AZPS-APND,-0.6172350149999997
BZ_7_STZ-TRPG-APND,-0.6172442150000004
POD_DIABLO_7_UNIT 1-APND,-0.6172648000000001
POD_DIABLO_7_UNIT 2-APND,-0.6172648000000001
ELAP_SRP-APND,-0.61729079
ELAP_WALC-APND,-0.61732138
YU_6_TGEN-APND,-0.6175272300000001
FH_7_FT_HUACH_SOLR-APND,-0.6176306149999997
CHESTN_2_CHWSX2-APND,-0.6176340650000001
POD_EXCHEC_7_UNIT 1-APND,-0.617681675
CLAP_AEPCO-APND,-0.6177162900000001
DSN_7_FHS_BESS-APND,-0.6178477349999997
POD_BASICE_2_UNITS-APND,-0.6181877899999998
POD_CARBOU_7_PL4X5-APND,-0.6181952650000001
SLL_6_MCASY-APND,-0.6182342499999999
TWINPEAK_1_CAPAGPUMPS-APND,-0.61834028
CLAP_MSLD67-APND,-0.6184272200000003
HENRTA_6_ELCBX2-APND,-0.6184631
NORORC_2_NOSBX2-APND,-0.6198121650000001
DGAP_IID-APND,-0.62014049
POD_BIGCRK_2_EXESWD-APND,-0.6204572000000002
CLAP_CDWR07-APND,-0.6206104949999998
CDWR07_2_GEN-APND,-0.6207711499999999
POD_MSTANG_2_SOLAR3-APND,-0.6208999499999998
